ResponseId,Duration (in seconds),Q_prog_rate,Q_prog_exp,hint_type,stimulus_presentation,part_lbl,task,prog_num,desc_time,algo_time,hint_time,quantques1_time,quant2_time,quant3_time,quant4_time,quant_ques_af_exp_time,quant_ques_af_exp_time_avg,score_quant1,score_quant2,score_quant3,score_quant4,quant234_avg_score
R_15LNwflJqYj1tY3,1113.0,2.0,2.57,Detailed Fix,Python,Clear,Palindrome,1,1.88975,2.00035,1.0004,0.26343334,0.25588334,0.21601668,0.10553333,0.57743335,0.19247778,1.0,0.0,1.0,0.0,0.3333333333333333
R_15d9T65AXJigABX,943.0,1.0,0.0,Conceptual,Python,Clear,Count Pos Neg,1,1.1602999,2.0019,1.00015,0.2274,0.29141667,0.62335,2.2403169,3.1550832,1.0516944,1.0,1.0,1.0,0.0,0.6666666666666666
R_15d9T65AXJigABX,943.0,1.0,0.0,Conceptual,Python,Clear,Fibonacci,1,1.4826833,2.0019166,1.0002167,0.78415,0.55495,0.10716666,0.20188333,0.864,0.28800002,1.0,0.0,0.0,0.0,0.0
R_15t68r2mRFrJCnc,424.0,2.0,0.0,Test Cases,Text,Clear,Average Rainfall,4,0.62338334,0.70353335,0.13246666,0.56831664,0.15841667,0.07541667,0.13669999,0.37053335,0.123511106,1.0,1.0,1.0,1.0,1.0
R_15t68r2mRFrJCnc,424.0,2.0,0.0,Test Cases,Text,Clear,Palindrome,4,0.78723335,2.0007832,0.37656668,0.10783333,0.11683334,0.13095,0.18555,0.43333334,0.14444445,1.0,1.0,1.0,0.0,0.6666666666666666
R_164P0LC7IqL0768,770.0,1.0,0.0,Conceptual,Python,Clear,Palindrome,2,0.3633,1.5727,1.0002333,0.7863167,0.14164999,0.1603,0.19131666,0.49326667,0.16442223,1.0,1.0,0.0,0.0,0.3333333333333333
R_164P0LC7IqL0768,770.0,1.0,0.0,Conceptual,Python,Clear,Average Rainfall,2,0.67738336,1.1066834,1.0023834,0.73139995,0.72193336,0.4147,0.40038335,1.5370166,0.5123389,1.0,1.0,0.0,1.0,0.6666666666666666
R_16AvimaNVaTocSd,423.0,1.0,0.02,Test Cases,Python,Confused,Count Pos Neg,2,0.3769333,0.65543336,0.23181668,0.33565,0.24406667,0.186,0.36896667,0.79903334,0.26634446,0.0,0.0,1.0,0.0,0.3333333333333333
R_16AvimaNVaTocSd,423.0,1.0,0.02,Test Cases,Python,Confused,Fibonacci,2,0.5581167,1.0364833,0.36175,0.2649,0.21440001,0.2561,0.118983336,0.5894833,0.19649445,0.0,1.0,1.0,1.0,1.0
R_1772m59c3btQSQX,655.0,1.0,0.05,Conceptual,Python,Clear,Fibonacci,3,0.7400167,2.00035,0.84351665,0.9069167,0.21018334,0.41868335,0.5084,1.1372666,0.37908888,1.0,0.0,0.0,1.0,0.3333333333333333
R_1772m59c3btQSQX,655.0,1.0,0.05,Conceptual,Python,Clear,Count Pos Neg,3,0.38153332,0.31853333,0.6250333,0.28268334,0.22548334,0.39251667,0.43225,1.0502499,0.35008332,1.0,1.0,1.0,0.0,0.6666666666666666
R_18U5vsaaMgwofYm,1099.0,2.0,0.72,Conceptual,Text,Clear,Fibonacci,2,0.38655,2.00035,1.0019833,1.5894666,0.8797167,1.2985168,0.37613335,2.5543666,0.85145557,1.0,0.0,1.0,1.0,0.6666666666666666
R_18U5vsaaMgwofYm,1099.0,2.0,0.72,Conceptual,Text,Confused,Count Pos Neg,2,1.6476834,2.00035,1.00035,0.5678333,0.25689998,0.86481667,0.9338,2.0555167,0.6851722,0.0,0.0,0.0,0.0,0.0
R_19J0QFQI08YM5pv,673.0,1.0,0.0,No Hint,Text,Clear,Count Pos Neg,2,0.5448167,0.9708666,0.0,0.30201668,0.7374,1.7193334,0.7107833,3.1675165,1.055839,1.0,0.0,0.0,1.0,0.3333333333333333
R_19J0QFQI08YM5pv,673.0,1.0,0.0,No Hint,Text,Clear,Fibonacci,2,0.19413333,0.36361665,0.0,0.88961667,2.1341002,1.0797333,0.1108,3.3246334,1.1082112,1.0,1.0,1.0,1.0,1.0
R_19nt1Ek8zdtAB8O,1376.0,1.0,0.25,Detailed Fix,Python,Clear,Palindrome,5,0.3617,2.0021167,1.00025,0.14336666,0.36783332,0.20908333,0.38854998,0.9654667,0.32182223,1.0,0.0,1.0,1.0,0.6666666666666666
R_19nt1Ek8zdtAB8O,1376.0,1.0,0.25,Detailed Fix,Python,Clear,Count Pos Neg,5,0.7669,2.002,1.0003167,0.296,0.38863334,1.0848668,1.5608667,3.0343666,1.0114555,1.0,0.0,1.0,1.0,0.6666666666666666
R_1AMrsGHd6qhe4eK,344.0,1.0,0.0,Test Cases,Python,Confused,Average Rainfall,3,0.053933334,0.043233335,0.042850003,0.22616667,0.08111667,0.080450006,0.057216667,0.21878333,0.07292778,0.0,0.0,1.0,0.0,0.3333333333333333
R_1AMrsGHd6qhe4eK,344.0,1.0,0.0,Test Cases,Python,Clear,Fibonacci,3,0.19421667,0.92175,1.0003667,0.70988333,0.285,0.08915,0.043583333,0.4177333,0.13924445,1.0,0.0,0.0,1.0,0.3333333333333333
R_1AMvyKelXx2pvuc,647.0,1.0,0.0,No Hint,Text,Clear,Fibonacci,1,0.39036667,1.2096,0.0,0.6440667,0.69238335,0.33576667,0.7268167,1.7549666,0.5849889,1.0,1.0,1.0,0.0,0.6666666666666666
R_1AMvyKelXx2pvuc,647.0,1.0,0.0,No Hint,Text,Confused,Count Pos Neg,1,0.51953334,1.9003501,0.0,0.43005,0.31691664,0.73903334,1.1136,2.1695502,0.72318333,0.0,0.0,1.0,0.0,0.3333333333333333
R_1AYhdKz5snNbKF4,664.0,2.0,5.0,Test Cases,Text,Confused,Average Rainfall,4,1.1378,2.0002,1.0001333,1.2208833,0.31031665,0.67735,0.39491665,1.3825834,0.46086112,0.0,1.0,1.0,1.0,1.0
R_1AYhdKz5snNbKF4,664.0,2.0,5.0,Test Cases,Text,Clear,Sum Positives,4,0.25356665,0.4471833,0.28881666,0.09676667,0.099400006,0.58065003,0.3607,1.04075,0.34691668,1.0,0.0,1.0,1.0,0.6666666666666666
R_1Bxx1djuf7uLGmZ,1165.0,1.0,5.0,No Hint,Python,Clear,Fibonacci,5,6.4172163,3.0002832,0.0,0.26898333,0.27256668,0.39538333,0.9087166,1.5766666,0.52555555,1.0,0.0,0.0,0.0,0.0
R_1Bxx1djuf7uLGmZ,1165.0,1.0,5.0,No Hint,Python,Clear,Palindrome,5,0.87325,1.5449666,0.0,0.25473335,0.22328334,1.4416667,0.4525,2.11745,0.7058166,1.0,1.0,1.0,1.0,1.0
R_1BznOxFOxX3PMoY,973.0,1.0,0.49,Test Cases,Python,Clear,Palindrome,3,1.3142834,2.0001833,0.8631333,0.27031666,0.13341667,0.19105001,0.20286666,0.5273333,0.17577778,1.0,1.0,1.0,1.0,1.0
R_1BznOxFOxX3PMoY,973.0,1.0,0.49,Test Cases,Python,Clear,Fibonacci,3,0.56225,2.0013666,0.65246665,0.48194999,0.49093333,0.42056665,0.46528333,1.3767834,0.45892778,1.0,0.0,1.0,0.0,0.3333333333333333
R_1CE4VFa4PtRYBTN,1275.0,1.0,0.0,Conceptual,Text,Confused,Average Rainfall,2,1.39445,0.9070167,0.87235,1.12805,0.20053333,2.0982165,2.9447832,5.243533,1.7478445,0.0,0.0,1.0,0.0,0.3333333333333333
R_1CE4VFa4PtRYBTN,1275.0,1.0,0.0,Conceptual,Text,Clear,Fibonacci,2,0.36816666,1.3625333,0.86190003,0.69273335,1.01985,2.4061,1.0563834,4.482333,1.4941112,1.0,1.0,0.0,1.0,0.6666666666666666
R_1CIClPlIsobJuQF,1063.0,1.0,3.0,Conceptual,Text,Clear,Count Pos Neg,5,1.6283499,0.86135,0.16205,0.35571668,0.120283335,0.9014333,0.58423334,1.60595,0.53531665,1.0,0.0,0.0,0.0,0.0
R_1CIClPlIsobJuQF,1063.0,1.0,3.0,Conceptual,Text,Confused,Sum Positives,5,0.16513333,0.82905,0.4242,0.22163334,0.29861668,7.997017,0.40539998,8.701034,2.9003444,0.0,0.0,0.0,0.0,0.0
R_1CJU5KGbyEM4g2r,1101.0,1.0,0.0,Detailed Fix,Text,Clear,Palindrome,2,0.49293333,2.0002,1.00025,0.48236665,0.4647833,2.8594,1.62365,4.947833,1.6492778,1.0,0.0,1.0,0.0,0.3333333333333333
R_1CJU5KGbyEM4g2r,1101.0,1.0,0.0,Detailed Fix,Text,Confused,Sum Positives,2,0.5477167,2.0003166,0.41706666,0.6659167,0.32916668,1.3281667,0.60919994,2.2665334,0.7555111,0.0,0.0,0.0,1.0,0.3333333333333333
R_1CfbH6puDJFRbu9,424.0,2.0,2.06,No Hint,Python,Clear,Count Pos Neg,4,0.54634994,1.0594,0.0,0.46126667,0.2871,0.8107334,0.33928335,1.4371166,0.47903886,1.0,0.0,0.0,0.0,0.0
R_1CfbH6puDJFRbu9,424.0,2.0,2.06,No Hint,Python,Clear,Sum Positives,4,0.16263334,0.29491666,0.0,0.20009999,0.1294,0.4646167,0.25756666,0.85158336,0.2838611,1.0,0.0,0.0,1.0,0.3333333333333333
R_1D02YkKYNZIjyhj,4101.0,1.0,0.0,No Hint,Text,Clear,Sum Positives,5,0.16975,1.3947666,0.0,0.19195001,0.37371668,0.40976667,0.35463333,1.1381167,0.3793722,1.0,0.0,1.0,1.0,0.6666666666666666
R_1D02YkKYNZIjyhj,4101.0,1.0,0.0,No Hint,Text,Clear,Fibonacci,5,1.3514333,0.77975,0.0,0.21583334,1.7002666,0.26846665,0.26216665,2.2309,0.74363333,1.0,1.0,1.0,1.0,1.0
R_1DV8A7rPajJ6L1P,634.0,1.0,4.98,Conceptual,Python,Clear,Palindrome,3,0.3260167,1.5354667,0.31901667,0.21401666,0.34651667,0.45441666,0.23736666,1.0383,0.3461,1.0,0.0,0.0,1.0,0.3333333333333333
R_1DV8A7rPajJ6L1P,634.0,1.0,4.98,Conceptual,Python,Confused,Average Rainfall,3,1.0361667,1.3703333,0.6934667,0.40105,0.23363332,0.47621667,0.51054996,1.2204,0.4068,0.0,1.0,1.0,0.0,0.6666666666666666
R_1DinRCi7vEcGzgv,955.0,6.0,2.01,Detailed Fix,Python,Confused,Palindrome,4,0.13166668,1.6312333,0.46948335,1.8229,1.4111999,0.42533335,0.57601666,2.4125502,0.8041833,0.0,1.0,0.0,1.0,0.6666666666666666
R_1DinRCi7vEcGzgv,955.0,6.0,2.01,Detailed Fix,Python,Clear,Count Pos Neg,4,0.17831667,1.2623,1.00025,1.4492667,0.085549995,0.08568333,0.04895,0.22018334,0.07339444,1.0,0.0,0.0,0.0,0.0
R_1EFUCgsLLoiCY37,1604.0,1.0,0.49,Conceptual,Text,Clear,Count Pos Neg,4,1.4977666,0.051599998,0.2215,0.7563,1.0953166,6.931717,1.3512,9.378233,3.126078,1.0,0.0,0.0,1.0,0.3333333333333333
R_1EFUCgsLLoiCY37,1604.0,1.0,0.49,Conceptual,Text,Clear,Average Rainfall,4,0.059833333,0.39866668,0.27521667,0.43685,0.15911667,0.6339666,0.38008335,1.1731666,0.39105555,1.0,1.0,0.0,1.0,0.6666666666666666
R_1EFo4WB2Pthf0jz,1117.0,1.0,0.0,Conceptual,Text,Confused,Average Rainfall,1,0.7275167,2.0002666,1.0018667,0.77216667,0.24273333,0.7553333,0.7837166,1.7817833,0.59392774,0.0,1.0,1.0,1.0,1.0
R_1EFo4WB2Pthf0jz,1117.0,1.0,0.0,Conceptual,Text,Clear,Palindrome,1,0.4664,2.0002334,1.0001667,0.28033334,0.12918334,0.6237833,0.73366666,1.4866333,0.49554443,1.0,0.0,0.0,0.0,0.0
R_1EclJZSM2tbRPEt,415.0,2.0,5.0,No Hint,Python,Confused,Fibonacci,5,0.26906666,0.39561665,0.0,0.2019,0.36695,0.52176666,0.2961667,1.1848834,0.3949611,0.0,1.0,0.0,0.0,0.3333333333333333
R_1EclJZSM2tbRPEt,415.0,2.0,5.0,No Hint,Python,Clear,Sum Positives,5,0.23873334,2.2313,0.0,0.22690001,0.22989999,0.46859998,0.19486667,0.8933667,0.2977889,1.0,1.0,1.0,0.0,0.6666666666666666
R_1EosKWxYFIIf2mt,424.0,9.0,5.0,Conceptual,Python,Clear,Sum Positives,5,0.08501666,0.83466667,0.216,0.082783334,0.45548335,0.06643333,0.08146667,0.6033833,0.20112778,1.0,1.0,1.0,1.0,1.0
R_1EosKWxYFIIf2mt,424.0,9.0,5.0,Conceptual,Python,Clear,Fibonacci,5,0.062466666,0.87451667,0.2426,0.10791667,0.38808334,0.09223333,0.0736,0.5539167,0.18463889,1.0,0.0,0.0,0.0,0.0
R_1F2Ow8a9wRjbmdm,800.0,1.0,0.0,No Hint,Python,Clear,Sum Positives,3,0.31146666,3.0019834,0.0,0.34593335,0.43605,0.40331665,1.1180834,1.95745,0.6524833,1.0,0.0,1.0,0.0,0.3333333333333333
R_1F2Ow8a9wRjbmdm,800.0,1.0,0.0,No Hint,Python,Clear,Palindrome,3,0.3555833,3.0002668,0.0,0.40420002,0.4857,0.45468333,0.79195,1.7323334,0.57744443,1.0,1.0,1.0,0.0,0.6666666666666666
R_1F4pVniXCoGq4vY,959.0,5.0,4.01,Conceptual,Python,Clear,Average Rainfall,4,1.7365,2.0002832,1.0002333,0.76563334,0.235,0.24624999,0.20408334,0.6853333,0.22844444,1.0,1.0,1.0,1.0,1.0
R_1F4pVniXCoGq4vY,959.0,5.0,4.01,Conceptual,Python,Clear,Palindrome,4,0.43266666,2.00035,0.46666667,0.42555,0.91303337,1.3883334,0.38326666,2.6846335,0.89487773,1.0,0.0,1.0,1.0,0.6666666666666666
R_1FMzDGCJUPlwgbD,564.0,1.0,4.01,Conceptual,Python,Clear,Count Pos Neg,3,0.7000167,0.37831667,0.10616667,0.19151667,0.336,0.21745,0.15375,0.7072,0.23573333,1.0,1.0,1.0,0.0,0.6666666666666666
R_1FMzDGCJUPlwgbD,564.0,1.0,4.01,Conceptual,Python,Confused,Sum Positives,3,0.63095,2.0005333,1.0003167,0.53706664,0.42431667,0.16905,0.28135002,0.8747167,0.2915722,0.0,0.0,0.0,1.0,0.3333333333333333
R_1G6z8bC0YsgMDg1,2048.0,2.0,0.4,Detailed Fix,Python,Clear,Count Pos Neg,5,0.6199,2.0012667,1.0002834,0.5984,0.24025,0.20836666,1.92905,2.3776667,0.7925556,1.0,0.0,0.0,0.0,0.0
R_1G6z8bC0YsgMDg1,2048.0,2.0,0.4,Detailed Fix,Python,Clear,Fibonacci,5,1.71035,2.0007832,1.0005167,1.06835,11.23105,2.2740166,1.0067166,14.511783,4.8372607,1.0,0.0,1.0,0.0,0.3333333333333333
R_1Gs2xPTgwBYegug,487.0,1.0,0.0,Conceptual,Python,Clear,Palindrome,1,0.26905,0.5646833,0.41228333,0.45895,0.15221667,0.1791,0.31395,0.64526665,0.21508889,1.0,1.0,1.0,1.0,1.0
R_1Gs2xPTgwBYegug,487.0,1.0,0.0,Conceptual,Python,Clear,Sum Positives,1,0.24218334,0.9183,1.0019333,0.32655,0.40115002,0.43235,0.4419833,1.2754834,0.4251611,1.0,0.0,0.0,1.0,0.3333333333333333
R_1HRmag6cxm7rRmR,488.0,1.0,0.0,Detailed Fix,Text,Confused,Average Rainfall,1,0.18398333,0.2663,0.41401666,0.5459167,0.13643333,0.30681667,0.15485,0.5981,0.19936666,0.0,0.0,0.0,1.0,0.3333333333333333
R_1HRmag6cxm7rRmR,488.0,1.0,0.0,Detailed Fix,Text,Clear,Fibonacci,1,0.115383334,0.10291667,0.08623333,0.7597834,0.17643334,0.11371667,0.1427,0.43285,0.14428332,1.0,0.0,1.0,0.0,0.3333333333333333
R_1I50aBEJ001O5TU,1966.0,1.0,5.0,Test Cases,Text,Clear,Count Pos Neg,2,0.51748335,2.0005667,1.00035,0.6213333,0.32401666,0.45615,0.38993332,1.1701,0.39003333,1.0,0.0,0.0,1.0,0.3333333333333333
R_1I50aBEJ001O5TU,1966.0,1.0,5.0,Test Cases,Text,Confused,Fibonacci,2,0.38341665,2.0021665,1.0003833,0.54683334,0.44408333,0.2613,0.30416667,1.00955,0.33651668,0.0,0.0,1.0,1.0,0.6666666666666666
R_1ItvfcHePkoPsMs,513.0,1.0,0.0,No Hint,Text,Confused,Palindrome,4,0.16888334,0.58055,0.0,0.29791668,0.105749995,0.9643667,1.60145,2.6715667,0.8905222,0.0,0.0,1.0,1.0,0.6666666666666666
R_1ItvfcHePkoPsMs,513.0,1.0,0.0,No Hint,Text,Confused,Average Rainfall,4,0.40616667,1.0914,0.0,0.47564998,0.49166667,0.78768337,0.19420001,1.4735501,0.49118334,0.0,1.0,0.0,0.0,0.3333333333333333
R_1JKg3y4ECXBTYt9,1118.0,1.0,0.0,Conceptual,Python,Clear,Sum Positives,5,0.31006667,2.0017166,1.0224334,0.4646167,0.2778,0.36996666,0.65016663,1.2979333,0.43264443,1.0,0.0,0.0,0.0,0.0
R_1JKg3y4ECXBTYt9,1118.0,1.0,0.0,Conceptual,Python,Clear,Average Rainfall,5,1.8580667,2.0019166,1.0019,1.6037333,0.82405,1.2899166,0.6683333,2.7823,0.9274333,1.0,0.0,0.0,0.0,0.0
R_1KYHY7hpEwQWAbG,542.0,1.0,0.0,No Hint,Text,Clear,Average Rainfall,2,0.81685,0.59136665,0.0,0.45893332,0.51556665,0.34558335,0.26681668,1.1279666,0.3759889,1.0,0.0,0.0,0.0,0.0
R_1KYHY7hpEwQWAbG,542.0,1.0,0.0,No Hint,Text,Clear,Palindrome,2,0.39088333,1.6455168,0.0,0.2806,0.3615,0.86696666,0.37521666,1.6036834,0.5345611,1.0,1.0,1.0,0.0,0.6666666666666666
R_1Kq0N5UbT8SFQKR,737.0,1.0,1.03,Conceptual,Text,Clear,Count Pos Neg,1,0.44583333,0.48381665,0.27316666,0.6426667,0.29148334,0.70161664,0.28103334,1.2741333,0.4247111,1.0,0.0,1.0,1.0,0.6666666666666666
R_1Kq0N5UbT8SFQKR,737.0,1.0,1.03,Conceptual,Text,Confused,Fibonacci,1,1.3039833,0.62236667,0.26468334,0.5388334,1.0281333,0.61865,0.93953335,2.5863166,0.86210555,0.0,1.0,0.0,0.0,0.3333333333333333
R_1KrSKE7ASPeWWKV,1323.0,1.0,0.0,Conceptual,Python,Clear,Count Pos Neg,1,2.0359166,2.0022833,1.0008,0.52995,1.56015,1.30805,1.5845833,4.452783,1.484261,1.0,1.0,1.0,0.0,0.6666666666666666
R_1KrSKE7ASPeWWKV,1323.0,1.0,0.0,Conceptual,Python,Clear,Palindrome,1,1.3562,2.0022333,1.0007,0.7898333,0.36714998,1.1138834,0.44151667,1.92255,0.64085,1.0,1.0,1.0,1.0,1.0
R_1KxwIIKi4aoil0L,520.0,2.0,0.41,Test Cases,Python,Confused,Sum Positives,5,0.08468333,2.0002832,0.123616666,0.20808333,0.11583333,0.07843333,0.08173333,0.276,0.092,0.0,0.0,0.0,1.0,0.3333333333333333
R_1KxwIIKi4aoil0L,520.0,2.0,0.41,Test Cases,Python,Confused,Palindrome,5,0.1974,2.0008168,0.24293333,0.23085,0.14691666,0.36513335,0.24323334,0.75528336,0.2517611,0.0,0.0,0.0,0.0,0.0
R_1L5ystCA5co5IAT,971.0,1.0,0.0,Test Cases,Python,Confused,Fibonacci,1,0.7585,2.0021,1.00035,0.46766666,0.46776667,0.45466667,2.5985832,3.5210166,1.1736722,0.0,0.0,0.0,0.0,0.0
R_1L5ystCA5co5IAT,971.0,1.0,0.0,Test Cases,Python,Confused,Average Rainfall,1,0.40486667,2.00045,1.0002333,1.4276,0.111266665,0.21141668,0.36896667,0.69165003,0.23055,0.0,1.0,1.0,0.0,0.6666666666666666
R_1L6hbHtsWMlbzr8,873.0,1.0,0.0,Test Cases,Python,Clear,Sum Positives,3,0.9137833,2.0020666,1.0019333,0.34536666,0.1926,0.62633336,0.18781666,1.00675,0.33558333,1.0,0.0,0.0,1.0,0.3333333333333333
R_1L6hbHtsWMlbzr8,873.0,1.0,0.0,Test Cases,Python,Confused,Average Rainfall,3,0.56985,2.0021,1.00205,0.63911664,0.17028333,0.06611667,0.26011667,0.49651667,0.16550556,0.0,0.0,1.0,0.0,0.3333333333333333
R_1Ld54dLlqVIODje,828.0,1.0,0.0,Conceptual,Python,Clear,Fibonacci,4,0.5995333,2.0022001,1.0003833,0.58996665,0.57893336,0.10473333,0.17705001,0.8607167,0.28690556,1.0,0.0,0.0,0.0,0.0
R_1Ld54dLlqVIODje,828.0,1.0,0.0,Conceptual,Python,Confused,Average Rainfall,4,1.1119667,2.002,1.0003833,0.7775667,1.1452668,0.42066666,0.4172167,1.98315,0.66104996,0.0,0.0,1.0,0.0,0.3333333333333333
R_1LdLwXTis90uBOM,2488.0,1.0,0.01,Conceptual,Text,Confused,Average Rainfall,2,0.55168337,1.6593,0.62126666,1.1747167,0.34105,0.5704166,1.3132999,2.2247665,0.7415889,0.0,0.0,0.0,0.0,0.0
R_1LdLwXTis90uBOM,2488.0,1.0,0.01,Conceptual,Text,Clear,Count Pos Neg,2,0.36726665,2.0019333,0.7669667,0.19733334,0.19906667,0.96625,0.7416833,1.907,0.63566667,1.0,0.0,0.0,1.0,0.3333333333333333
R_1M0t0Eze2pypH9S,1655.0,1.0,0.05,Detailed Fix,Text,Confused,Fibonacci,2,3.3366666,2.00075,1.00215,0.66786665,0.23501666,0.53195,1.0682666,1.8352333,0.61174446,0.0,0.0,1.0,1.0,0.6666666666666666
R_1M0t0Eze2pypH9S,1655.0,1.0,0.05,Detailed Fix,Text,Confused,Sum Positives,2,2.6457167,2.0008168,1.0005167,0.43903333,0.97515,1.0644333,2.5841668,4.6237497,1.54125,0.0,1.0,1.0,1.0,1.0
R_1MVYNMEkL31MnsD,931.0,1.0,0.0,Detailed Fix,Python,Clear,Average Rainfall,4,0.73690003,2.0001833,1.00015,0.90814996,0.68355,0.65741664,0.78138334,2.12235,0.70745,1.0,0.0,0.0,0.0,0.0
R_1MVYNMEkL31MnsD,931.0,1.0,0.0,Detailed Fix,Python,Clear,Sum Positives,4,0.41341668,2.0015,1.0018001,0.42916667,0.24141666,0.90498334,0.46041667,1.6068166,0.53560555,1.0,0.0,0.0,1.0,0.3333333333333333
R_1NWrjYl8jBPil5T,1337.0,1.0,0.0,No Hint,Python,Clear,Count Pos Neg,3,1.27315,1.1297834,0.0,0.37004998,0.31135,3.8423667,2.3210669,6.4747834,2.158261,1.0,0.0,0.0,1.0,0.3333333333333333
R_1NWrjYl8jBPil5T,1337.0,1.0,0.0,No Hint,Python,Clear,Sum Positives,3,0.71863335,3.0019,0.0,0.35006666,0.50305,2.9605334,1.4664999,4.9300833,1.6433612,1.0,0.0,1.0,1.0,0.6666666666666666
